ChadCarbone419,Animation,3,3
ChadCarbone419,Classics,3,3
ChadCarbone419,Documentary,3,3
ChadCarbone419,Sci-Fi,3,3
CharleneAlvarez220,New,4,4
CharlesKowalski306,Sci-Fi,5,5
CharlieBess495,Action,4,4
CharlotteHunter130,Sci-Fi,6,6
CherylMurphy59,New,5,5
ChesterBenner511,Action,4,4
ChrisBrothers394,Action,4,4
ChristianJung534,Family,5,5
ChristinaRamirez70,Sports,3,3
ChristineRoberts43,New,4,4
ChristopherGreco309,Action,4,4
ChristopherGreco309,Children,4,4
ChristopherGreco309,Sports,4,4
ChristopherGreco309,Travel,4,4
ChristyVargas260,Music,5,5
CindyFisher113,Documentary,5,5
ClaraShaw144,Drama,5,5
ClarenceGamez391,Sci-Fi,5,5
ClaudeHerzog528,Comedy,4,4
ClaudeHerzog528,Horror,4,4
ClaudiaFuller234,Classics,4,4
ClaudiaFuller234,Foreign,4,4
ClaytonBarbee551,Sci-Fi,4,4
CliffordBowens447,Action,3,3
CliffordBowens447,Animation,3,3
CliffordBowens447,Comedy,3,3
CliffordBowens447,Drama,3,3
CliffordBowens447,Games,3,3
CliffordBowens447,New,3,3
CliftonMalcolm577,Action,3,3
CliftonMalcolm577,Animation,3,3
CliftonMalcolm577,Sci-Fi,3,3
ClintonBuford537,Family,4,4
ClydeTobias485,Animation,4,4
ClydeTobias485,Children,4,4
ClydeTobias485,Drama,4,4
ClydeTobias485,Travel,4,4
CodyNolen544,Family,3,3
CodyNolen544,Sports,3,3
ColleenBurton227,Documentary,4,4
ConnieWallace106,Horror,4,4
ConstanceReid232,Sci-Fi,4,4
CoreyHauser480,Classics,4,4
CoryMeehan527,Action,4,4
CourtneyDay245,Animation,4,4
CourtneyDay245,Children,4,4
CourtneyDay245,Sports,4,4
CraigMorrell388,Action,3,3
CraigMorrell388,Animation,3,3
CraigMorrell388,Family,3,3
CraigMorrell388,Music,3,3
CraigMorrell388,New,3,3
CraigMorrell388,Sports,3,3
CrystalFord102,Sci-Fi,5,5
CurtisIrby410,Action,6,6
CurtisIrby410,Family,6,6
CynthiaYoung28,Action,4,4
CynthiaYoung28,Drama,4,4
DaisyBates295,Family,4,4
DaisyBates295,Foreign,4,4
DaisyBates295,New,4,4
DaisyBates295,Sports,4,4
DaleRatcliff407,Games,4,4
DaleRatcliff407,New,4,4
DanaHart179,Family,6,6
DanielCabral310,Comedy,3,3
DanielleDaniels150,Sports,4,4
DannyIsom399,Travel,4,4
DanPaine477,Animation,3,3
DanPaine477,Sports,3,3
DanPaine477,Travel,3,3
DarleneRose157,Documentary,6,6
DarrellPower463,Sci-Fi,4,4
DarrenWindham541,Animation,4,4
DarrylAshcraft530,Animation,3,3
DarrylAshcraft530,Foreign,3,3
DarylLarue579,Sports,6,6
DaveGardiner569,Sports,6,6
DavidRoyal304,Sci-Fi,4,4
DawnSullivan105,Children,4,4
DawnSullivan105,Music,4,4
DeannaByrd261,Foreign,4,4
DeannaByrd261,Travel,4,4
DeanSauer471,Music,5,5
DebbieReyes141,Children,5,5
DeborahWalker25,Action,4,4
DebraNelson39,Action,3,3
DebraNelson39,Games,3,3
DebraNelson39,New,3,3
DeloresHansen222,Children,4,4
DeniseKelly74,Sci-Fi,4,4
DeniseKelly74,Travel,4,4
DennisGilman338,Sports,5,5
DerekBlakely461,Sci-Fi,6,6
DerrickBourque476,Animation,3,3
DerrickBourque476,Family,3,3
DerrickBourque476,Sci-Fi,3,3
DianaAlexander96,Documentary,4,4
DianaAlexander96,Drama,4,4
DianeCollins50,Drama,5,5
DianeCollins50,Foreign,5,5
DianneShelton279,Sci-Fi,7,7
DoloresWagner171,Children,5,5
DonaldMahon313,Animation,4,4
DonaldMahon313,New,4,4
DonBone433,Action,3,3
DonBone433,Foreign,3,3
DonBone433,Games,3,3
DonBone433,New,3,3
DonnaThompson17,Foreign,5,5
DoraMedina249,Games,4,4
DorisReed55,Games,3,3
DorisReed55,Sports,3,3
DorothyTaylor10,Documentary,4,4
DorothyTaylor10,Games,4,4
DouglasGraf343,Family,6,6
DuaneTubbs513,Comedy,5,5
DuaneTubbs513,Horror,5,5
DustinGillette474,Family,4,4
DwayneOlvera554,Animation,3,3
DwayneOlvera554,New,3,3
DwayneOlvera554,Sports,3,3
DwightLombardi555,Games,3,3
DwightLombardi555,Sports,3,3
EarlShanks396,Animation,4,4
EarlShanks396,Documentary,4,4
EddieTomlin434,Animation,4,4
EddieTomlin434,Games,4,4
EdgarRhoads507,Horror,4,4
EdithMcdonald117,Action,3,3
EdithMcdonald117,Foreign,3,3
EdithMcdonald117,Sports,3,3
EdnaWest109,Classics,4,4
EdnaWest109,Sci-Fi,4,4
EduardoHiatt594,Sports,6,6
EdwardBaugh317,Animation,4,4
EdwardBaugh317,Family,4,4
EdwardBaugh317,Sci-Fi,4,4
EdwardBaugh317,Sports,4,4
EdwinBurk432,Games,4,4
EileenCarr205,Horror,3,3
ElaineStevens127,Travel,4,4
EleanorHunt148,Sci-Fi,7,7
ElizabethBrown5,Classics,7,7
EllaOliver210,New,5,5
EllenSimpson126,Action,6,6
ElmerNoe516,Animation,3,3
ElmerNoe516,Documentary,3,3
ElmerNoe516,Sci-Fi,3,3
ElsieKelley198,Documentary,5,5
EmilyDiaz99,Sports,4,4
EmmaBoyd134,Horror,5,5
EnriqueForsythe596,Sports,5,5
EricaMatthews169,Drama,3,3
EricaMatthews169,Family,3,3
EricaMatthews169,Foreign,3,3
EricRobert331,Drama,4,4
ErikaPena298,Action,4,4
ErikGuillen529,Sci-Fi,4,4
ErinDunn160,Documentary,4,4
ErnestStepp384,Foreign,5,5
EstherCrawford132,Animation,4,4
EstherCrawford132,Classics,4,4
EstherCrawford132,Sports,4,4
EthelWebb125,Documentary,6,6
EugeneCulpepper378,Comedy,3,3
EvaRamos140,Sci-Fi,3,3
EvaRamos140,Travel,3,3
EvelynMorgan57,Action,4,4
EvelynMorgan57,Foreign,4,4
EverettBanda559,Animation,4,4
EverettBanda559,Family,4,4
FeliciaSutton283,Animation,4,4
FeliciaSutton283,Drama,4,4
FelixGaffney557,Children,3,3
FernandoChurchill536,Music,5,5
FlorenceWoods107,Sci-Fi,5,5
FloydGandy465,Foreign,3,3
FloydGandy465,Games,3,3
FrancesParker47,Action,4,4
FrancesParker47,Comedy,4,4
FranciscoSkidmore443,Animation,4,4
FrancisSikes425,Travel,4,4
FranklinTroutman514,Drama,3,3
FrankWaggoner329,Music,5,5
FreddieDuggan597,Foreign,4,4
FrederickIsbell429,Comedy,3,3
FrederickIsbell429,Foreign,3,3
FredWheat369,Family,5,5
GabrielHarder518,Drama,5,5
GabrielHarder518,Family,5,5
GailKnight155,Animation,4,4
GailKnight155,Classics,4,4
GailKnight155,Documentary,4,4
GaryCoy324,Music,4,4
GeneSanborn498,New,4,4
GeneSanborn498,Sci-Fi,4,4
GeorgeLinton314,Sports,6,6
GeorgiaJacobs231,Animation,3,3
GeorgiaJacobs231,Children,3,3
GeorgiaJacobs231,Comedy,3,3
GeorgiaJacobs231,Documentary,3,3
GeorgiaJacobs231,Music,3,3
GeraldFultz356,Foreign,6,6
GeraldinePerkins161,Foreign,4,4
GeraldinePerkins161,New,4,4
GertrudeCastillo207,Games,4,4
GertrudeCastillo207,New,4,4
GilbertSledge497,Drama,4,4
GilbertSledge497,Family,4,4
GinaWilliamson213,Family,6,6
GladysHamilton103,Animation,4,4
GlendaFrazier242,New,5,5
GlennPullen415,Sports,4,4
GlenTalbert486,Children,3,3
GlenTalbert486,Drama,3,3
GlenTalbert486,Family,3,3
GloriaCook56,Classics,4,4
GloriaCook56,Comedy,4,4
GordonAllard470,Action,5,5
GraceEllis114,Foreign,5,5
GregoryMauldin335,Sci-Fi,4,4
GregRobins472,Music,6,6
GuyBrownlee550,Family,6,6
GwendolynMay264,Sci-Fi,5,5
HaroldMartino342,Classics,5,5
HarryArce368,Animation,4,4
HarryArce368,Comedy,4,4
HarveyGuajardo523,Classics,3,3
HarveyGuajardo523,Foreign,3,3
HarveyGuajardo523,Music,3,3
HazelWarren138,Sports,6,6
HeatherMorris53,Classics,5,5
HectorPoindexter487,Action,6,6
HectorPoindexter487,Documentary,6,6
HeidiLarson241,New,5,5
HelenHarris15,Classics,4,4
HelenHarris15,Foreign,4,4
HelenHarris15,Sports,4,4
HenryBillingsley344,Sports,4,4
HerbertKruger428,Documentary,3,3
HerbertKruger428,Music,3,3
HermanDevore481,Games,6,6
HildaHopkins263,Sci-Fi,5,5
HollyFox186,Classics,5,5
HollyFox186,Foreign,5,5
HowardFortner377,Classics,4,4
HowardFortner377,New,4,4
HughWaldrop552,Classics,3,3
HughWaldrop552,Travel,3,3
IanStill561,Animation,4,4
IdaAndrews183,Sci-Fi,4,4
IrenePrice76,Drama,6,6
IrmaPearson255,Animation,3,3
IrmaPearson255,Classics,3,3
IsaacOglesby575,Music,4,4
IvanCromwell570,Documentary,3,3
IvanCromwell570,Horror,3,3
IvanCromwell570,New,3,3
IvanCromwell570,Sports,3,3
JackFoust351,Games,4,4
JackFoust351,Sports,4,4
JackieLynch235,Animation,4,4
JackieLynch235,Family,4,4
JacobLance420,Action,3,3
JacquelineLong86,Drama,4,4
JaimeNettles565,Family,3,3
JaimeNettles565,Games,3,3
JaimeNettles565,Sports,3,3
JaimeNettles565,Travel,3,3
JamesGannon299,Drama,5,5
JamieRice146,Music,4,4
JamieWaugh531,Sports,5,5
JaneBennett77,Classics,3,3
JaneBennett77,Family,3,3
JaneBennett77,Games,3,3
JaneBennett77,Sports,3,3
JanetPhillips45,Action,4,4
JaniceWard66,Classics,4,4
JaniceWard66,Games,4,4
JaredEly524,Animation,3,3
JasonMorrissey322,Action,5,5
JavierElrod535,Sci-Fi,4,4
JavierElrod535,Sports,4,4
JayRobb450,Drama,4,4
JayRobb450,New,4,4
JeanBell58,Action,3,3
JeanBell58,Comedy,3,3
JeanBell58,Foreign,3,3
JeanetteGreene191,Documentary,3,3
JeanneLawson200,Family,4,4
JeanneLawson200,Games,4,4
JeffEast418,Foreign,5,5
JefferyPinson416,Action,3,3
JefferyPinson416,Classics,3,3
JefferyPinson416,Documentary,3,3
JefferyPinson416,Drama,3,3
JefferyPinson416,Horror,3,3
JefferyPinson416,Sci-Fi,3,3
JeffreySpear328,Games,5,5
JennieTerry265,Children,4,4
JennieTerry265,New,4,4
JenniferDavis6,Drama,4,4
JennyCastro282,Foreign,4,4
JeremyHurtado374,Animation,3,3
JeremyHurtado374,Family,3,3
JeremyHurtado374,Music,3,3
JeremyHurtado374,Travel,3,3
JeromeKenyon464,Action,2,2
JeromeKenyon464,Animation,2,2
JeromeKenyon464,Comedy,2,2
JeromeKenyon464,Foreign,2,2
JeromeKenyon464,Horror,2,2
JeromeKenyon464,New,2,2
JerryJordon337,Sci-Fi,5,5
JesseSchilling387,Games,4,4
JessicaHall26,Documentary,5,5
JessieBanks215,Foreign,6,6
JessieMilam533,Sports,5,5
JesusMccartney427,Documentary,6,6
JillHawkins159,Action,4,4
JillHawkins159,Classics,4,4
JimmieEggleston558,Comedy,3,3
JimmieEggleston558,Foreign,3,3
JimmieEggleston558,Horror,3,3
JimmieEggleston558,Sports,3,3
JimmieEggleston558,Travel,3,3
JimmySchrader397,Drama,4,4
JimmySchrader397,Travel,4,4
JimRea451,Sci-Fi,5,5
JoanCooper62,Games,5,5
JoanneRobertson147,Action,6,6
JoannGardner164,Children,2,2
JoannGardner164,Drama,2,2
JoannGardner164,Family,2,2
JoannGardner164,Foreign,2,2
JoannGardner164,Music,2,2
JoeGilliland349,Foreign,4,4
JoeGilliland349,Games,4,4
JoeGilliland349,Travel,4,4
JoelFrancisco431,Animation,3,3
JoelFrancisco431,Children,3,3
JoelFrancisco431,Comedy,3,3
JoelFrancisco431,Sports,3,3
JoFowler250,Sci-Fi,3,3
JoFowler250,Travel,3,3
JohnFarnsworth300,Action,3,3
JohnFarnsworth300,Documentary,3,3
JohnFarnsworth300,Family,3,3
JohnFarnsworth300,Foreign,3,3
JohnFarnsworth300,Music,3,3
JohnnieChisholm571,Sports,5,5
JohnnyTurpin395,Music,4,4
JonathanScarborough353,Animation,3,3
JonWiles455,Documentary,3,3
JonWiles455,Family,3,3
JonWiles455,New,3,3
JonWiles455,Sci-Fi,3,3
JordanArchuleta560,Action,6,6
JorgeOlivares473,Foreign,5,5
JorgeOlivares473,Travel,5,5
JoseAndrew326,Horror,4,4
JosephineGomez121,Action,4,4
JosephineGomez121,Documentary,4,4
JosephJoy307,Action,3,3
JosephJoy307,Animation,3,3
JosephJoy307,Family,3,3
JosephJoy307,Music,3,3
JosephJoy307,New,3,3
JoshuaMark336,Animation,5,5
JoyceEdwards49,Family,5,5
JoyGeorge230,Sci-Fi,6,6
JuanFraley350,Music,4,4
JuanitaMason135,Children,5,5
JudithCox64,Documentary,6,6
JudyGray69,Sci-Fi,4,4
JuliaFlores89,Action,4,4
JuliaFlores89,Documentary,4,4
JulianVest574,Children,6,6
JulieSanchez52,Comedy,4,4
JulieSanchez52,Documentary,4,4
JulioNoland545,Family,5,5
JuneCarroll176,Animation,5,5
JuneCarroll176,Comedy,5,5
JustinNgo354,Documentary,6,6
JustinNgo354,Drama,6,6
KarenJackson13,Classics,4,4
KarlSeal526,Animation,8,8
KatherineRivera61,Classics,2,2
KatherineRivera61,Drama,2,2
KatherineRivera61,Sci-Fi,2,2
KatherineRivera61,Sports,2,2
KathleenAdams36,Music,5,5
KathrynColeman82,Action,4,4
KathrynColeman82,Animation,4,4
KathyJames71,Music,6,6
KatieElliott193,Games,5,5
KayCaldwell272,Documentary,3,3
KayCaldwell272,Drama,3,3
KayCaldwell272,New,3,3
KeithRico357,Drama,4,4
KeithRico357,Family,4,4
KellyKnott546,Action,3,3
KellyKnott546,Animation,3,3
KellyKnott546,Sports,3,3
KellyTorres67,Action,3,3
KellyTorres67,Documentary,3,3
KellyTorres67,Games,3,3
KennethGooden315,Comedy,2,2
KennethGooden315,Foreign,2,2
KennethGooden315,New,2,2
KennethGooden315,Sports,2,2
KenPrewitt563,Horror,5,5
KentArsenault591,Sports,6,6
KevinSchuler321,Foreign,3,3
KevinSchuler321,Sci-Fi,3,3
KimberlyLee24,Animation,3,3
KimberlyLee24,Family,3,3
KimCruz118,Games,4,4
KirkStclair586,Drama,3,3
KristenChavez194,Animation,3,3
KristinaChambers290,Horror,4,4
KristinJohnston214,Sports,4,4
KurtEmmons547,Classics,4,4
KyleSpurlock424,Drama,6,6
LancePemberton543,Foreign,4,4
LarryThrasher327,Documentary,4,4
LauraRodriguez22,Foreign,3,3
LauraRodriguez22,Sports,3,3
LaurenHudson162,Sports,3,3
LaurieLawrence192,Comedy,3,3
LaurieLawrence192,Horror,3,3
LawrenceLawton361,Foreign,5,5
LeahCurtis270,Children,3,3
LeahCurtis270,Music,3,3
LeeHawks421,Sci-Fi,4,4
LeeHawks421,Travel,4,4
LenaJensen259,Sports,5,5
LeoEbert466,Games,3,3
LeoEbert466,Horror,3,3
LeonaObrien281,Animation,3,3
LeonaObrien281,Family,3,3
LeonardSchofield405,Documentary,6,6
LeonBostic460,Animation,3,3
LeonBostic460,Horror,3,3
LeonBostic460,Travel,3,3
LeroyBustamante442,Animation,5,5
LeroyBustamante442,Drama,5,5
LeslieGordon143,Documentary,3,3
LeslieGordon143,Sci-Fi,3,3
LeslieSeward506,Action,7,7
LesterKraus492,Travel,3,3
LewisLyman478,Action,3,3
LewisLyman478,Classics,3,3
LillianGriffin98,Sports,4,4
LillieKim233,Family,3,3
LillieKim233,Sci-Fi,3,3
LindaWilliams3,Action,4,4
LisaAnderson11,Games,5,5
LloydDowd458,Foreign,3,3
LoisButler91,Sports,5,5
LonnieTirado542,Horror,3,3
LonnieTirado542,Sports,3,3
LorettaCarpenter189,Animation,2,2
LorettaCarpenter189,Children,2,2
LorettaCarpenter189,Classics,2,2
LorettaCarpenter189,Family,2,2
LorettaCarpenter189,Foreign,2,2
LorettaCarpenter189,Music,2,2
LorettaCarpenter189,New,2,2
LorettaCarpenter189,Sci-Fi,2,2
LorettaCarpenter189,Sports,2,2
LoriWood78,Sports,5,5
LorraineStephens165,Classics,4,4
LouiseJenkins83,Sci-Fi,5,5
LouisLeone373,Animation,6,6
LucilleHolmes145,Animation,7,7
LucyWheeler208,Documentary,4,4
LuisYanez402,Drama,3,3
LuisYanez402,New,3,3
LydiaBurke243,Documentary,8,8
LynnPayne166,Classics,4,4
LynnPayne166,Music,4,4
MabelHolland256,Comedy,5,5
MaeFletcher293,Sports,5,5
ManuelMurrell408,Children,6,6
MarciaDean236,Foreign,5,5
MarciaDean236,Games,5,5
MarcOutlaw499,Classics,4,4
MarcusHidalgo444,Family,5,5
MarcusHidalgo444,Sports,5,5
MargaretMoore9,Foreign,4,4
MargaretMoore9,Travel,4,4
MargieWade267,New,6,6
MariaMiller7,Animation,5,5
MariaMiller7,Sports,5,5
MarianMendoza246,Sci-Fi,6,6
MarieTurner44,Animation,5,5
MarilynRoss80,New,5,5
MarioCheatham441,New,7,7
MarionOcampo588,Classics,5,5
MarionSnyder178,Animation,4,4
MarionSnyder178,Documentary,4,4
MarionSnyder178,Drama,4,4
MarionSnyder178,Foreign,4,4
MarionSnyder178,Travel,4,4
MarjorieTucker128,Animation,4,4
MarjorieTucker128,Music,4,4
MarjorieTucker128,Sports,4,4
MarkRinehart312,Action,4,4
MarleneWelch240,New,4,4
MarshaDouglas257,Documentary,7,7
MarshallThorn583,Games,4,4
MarshallThorn583,Sports,4,4
MarthaGonzalez38,Children,7,7
MartinBales383,Animation,5,5
MarvinYee413,Children,3,3
MarySmith1,Classics,6,6
MathewBolin539,Sports,6,6
MatthewMahan323,Action,7,7
MattieHoffman252,Documentary,4,4
MaureenLittle226,Animation,3,3
MaureenLittle226,Music,3,3
MaureenLittle226,Sci-Fi,3,3
MauriceCrawley482,Foreign,5,5
MaxineSilva254,Sci-Fi,5,5
MaxPitt553,Sci-Fi,4,4
MeganPalmer151,Action,6,6
MelanieArmstrong188,Drama,4,4
MelindaFernandez223,Action,2,2
MelindaFernandez223,Family,2,2
MelindaFernandez223,Foreign,2,2
MelindaFernandez223,Sci-Fi,2,2
MelindaFernandez223,Sports,2,2
MelindaFernandez223,Travel,2,2
MelissaKing30,Drama,5,5
MelvinEllington422,Games,4,4
MelvinEllington422,Sci-Fi,4,4
MichaelSilverman302,Animation,5,5
MichealForman445,Animation,5,5
MicheleGrant154,Sci-Fi,4,4
MichelleClark21,Sci-Fi,6,6
MiguelBetancourt448,Travel,4,4
MikeWay403,Foreign,5,5
MikeWay403,Sci-Fi,5,5
MildredBailey60,Action,4,4
MiltonHowland508,Action,4,4
MinnieRomero239,Animation,5,5
MiriamMckinney285,Sci-Fi,4,4
MistyLambert292,Drama,4,4
MistyLambert292,Travel,4,4
MitchellWestmoreland520,Drama,4,4
MonicaHicks131,Action,4,4
MonicaHicks131,Animation,4,4
MorrisMccarter576,New,6,6
MyrtleFleming258,Drama,4,4
MyrtleFleming258,Family,4,4
NancyThomas12,Drama,6,6
NaomiJennings274,New,6,6
NatalieMeyer216,Travel,5,5
NathanielAdam504,Drama,5,5
NathanRunyon406,Animation,7,7
NeilRenner532,Classics,4,4
NeilRenner532,Drama,4,4
NeilRenner532,Horror,4,4
NellieGarrett238,Children,5,5
NelsonChristenson549,Games,3,3
NicholasBarfield362,Sports,5,5
NicolePeterson68,Classics,3,3
NicolePeterson68,Family,3,3
NinaSoto268,Children,4,4
NinaSoto268,Drama,4,4
NinaSoto268,Horror,4,4
NoraHerrera266,Drama,5,5
NormaGonzales94,Family,3,3
NormanCurrier411,Animation,7,7
OlgaJimenez277,Sports,6,6
OscarAquino449,Horror,4,4
PamelaBaker37,Comedy,4,4
PatriciaJohnson2,Sports,5,5
PatrickNewsom340,New,5,5
PatsyDavidson262,Family,4,4
PaulaBryant95,Action,3,3
PaulineHenry133,Drama,7,7
PaulTrout311,Documentary,4,4
PaulTrout311,Drama,4,4
PearlGarza224,Foreign,5,5
PedroChestnut475,Games,4,4
PeggyMyers101,Animation,5,5
PeggyMyers101,Sci-Fi,5,5
PennyNeal271,Animation,2,2
PennyNeal271,Children,2,2
PennyNeal271,Family,2,2
PennyNeal271,Horror,2,2
PennyNeal271,Sports,2,2
PerrySwafford585,Sports,4,4
PeterMenard341,New,3,3
PeterMenard341,Travel,3,3
PhilipCausey393,Action,4,4
PhilipCausey393,Foreign,4,4
PhillipHolm385,Sci-Fi,4,4
PhillipHolm385,Sports,4,4
PhillipHolm385,Travel,4,4
PhyllisFoster93,Classics,4,4
PriscillaLowe273,Sci-Fi,5,5
RachelBarnes79,Sci-Fi,5,5
RafaelAbney505,Animation,4,4
RalphMadrigal360,New,5,5
RamonaHale296,Sports,4,4
RamonChoate494,Sports,6,6
RandallNeumann437,Foreign,5,5
RandyGaither376,Classics,4,4
RaulFortier509,Animation,3,3
RaulFortier509,Foreign,3,3
RayHoule430,Comedy,3,3
RayHoule430,Travel,3,3
RaymondMcwhorter334,Foreign,5,5
RebeccaScott34,Games,3,3
RebeccaScott34,Horror,3,3
ReginaBerry168,Foreign,6,6
ReginaldKinder500,New,4,4
ReneeLane182,Games,5,5
ReneMcalister593,Horror,3,3
RhondaKennedy137,Games,6,6
RicardoMeador489,Family,4,4
RicardoMeador489,Games,4,4
RichardMccrary305,Foreign,5,5
RickMattox491,Sci-Fi,5,5
RickMattox491,Sports,5,5
RickyShelby435,Animation,3,3
RickyShelby435,Travel,3,3
RitaGraham104,Action,3,3
RitaGraham104,Drama,3,3
RitaGraham104,Foreign,3,3
RobertaHarper185,Action,5,5
RobertaHarper185,Foreign,5,5
RobertBaughman301,Sci-Fi,3,3
RobertoVu484,Drama,4,4
RobertoVu484,Sports,4,4
RobinHayes100,Animation,4,4
RobinHayes100,Classics,4,4
RodneyMoeller409,Animation,2,2
RodneyMoeller409,Children,2,2
RodneyMoeller409,Comedy,2,2
RodneyMoeller409,Documentary,2,2
RodneyMoeller409,Drama,2,2
RodneyMoeller409,Family,2,2
RodneyMoeller409,Games,2,2
RodneyMoeller409,Music,2,2
RodneyMoeller409,Sci-Fi,2,2
RodneyMoeller409,Sports,2,2
RogerQuintanilla348,Action,5,5
RogerQuintanilla348,Animation,5,5
RogerQuintanilla348,Documentary,5,5
RolandSouth521,Family,4,4
RonaldWeiner319,Games,4,4
RonDeluca519,New,4,4
RonnieRicketts456,Sci-Fi,5,5
RosaReynolds112,Classics,5,5
